available_bikes,month,day,hour,day_of_the_week,temp,feels_like,pressure,humidity,wind_speed,wind_deg,rain_last_hour,clouds_all,weather_main,available_bikes_1h
0,8,8,9,3,16.36,16.68,1009,82,1.0,0,0.0,75,1,0
0,8,8,10,3,17.26,16.08,1009,77,3.1,90,0.0,75,1,0
0,8,8,11,3,18.05,16.44,1009,72,3.6,100,0.0,40,1,0
0,8,8,12,3,17.75,15.35,1009,72,4.6,110,0.0,75,1,19
19,8,8,13,3,18.08,16.2,1009,68,3.6,120,0.0,75,1,16
16,8,8,14,3,19.0,16.7,1008,68,4.6,120,0.0,75,1,11
11,8,8,15,3,19.11,16.48,1008,63,4.6,120,0.0,75,1,4
4,8,8,16,3,18.02,13.88,1007,72,7.2,80,0.0,75,1,20
20,8,8,17,3,16.64,12.75,1007,77,6.7,90,0.0,75,1,21
21,8,8,18,3,15.65,11.47,1006,77,6.7,90,0.0,75,1,22
22,8,8,19,3,15.03,12.07,1005,82,5.1,90,0.0,75,1,20
20,8,8,20,3,15.03,10.95,1005,82,6.7,80,0.0,75,1,22
22,8,8,21,3,15.06,9.17,1004,82,9.3,90,0.0,75,1,22
22,8,8,22,3,14.65,9.69,1002,87,8.2,90,1.16,75,2,21
21,8,8,23,3,15.03,9.77,999,87,8.8,90,0.25,75,2,22
22,8,9,0,4,15.05,10.9,999,93,7.7,100,15.24,75,2,22
22,8,9,1,4,15.12,9.57,998,100,10.3,90,8.13,75,2,22
22,8,9,2,4,15.52,10.47,997,100,9.8,90,2.54,75,2,22
22,8,9,3,4,16.08,14.53,993,100,5.1,130,18.29,75,2,22
22,8,9,4,4,16.04,13.0,994,100,7.2,110,4.32,75,2,19
19,8,9,5,4,16.54,14.73,993,93,5.1,150,0.25,75,3,19
19,8,9,5,4,16.54,14.73,993,93,5.1,150,0.25,75,2,15
15,8,9,6,4,15.96,14.29,994,93,4.6,210,0.0,40,1,13
13,8,9,7,4,16.45,15.33,993,82,3.1,150,0.0,20,1,0
0,8,9,8,4,17.28,15.76,993,77,3.6,140,0.5,75,2,0
0,8,9,9,4,17.68,14.45,992,82,6.7,150,0.0,75,1,1
1,8,9,10,4,17.56,13.55,990,93,8.8,150,0.51,75,3,1
1,8,9,10,4,17.56,13.55,990,93,8.8,150,0.51,75,2,0
0,8,9,11,4,18.1,15.43,989,88,6.7,140,0.0,75,1,17
17,8,9,12,4,18.32,14.26,991,88,8.8,150,0.25,75,3,17
17,8,9,12,4,18.32,14.26,991,88,8.8,150,0.25,75,2,11
11,8,9,13,4,18.85,16.47,990,88,6.7,140,0.14,75,3,5
5,8,9,14,4,18.46,14.8,989,82,7.7,140,2.35,75,3,3
3,8,9,15,4,17.24,13.9,988,88,7.2,140,0.51,75,3,3
3,8,9,15,4,17.24,13.9,988,88,7.2,140,0.51,75,2,11
11,8,9,16,4,17.75,14.6,988,88,7.2,150,1.52,75,3,11
11,8,9,16,4,17.75,14.6,988,88,7.2,150,1.52,75,2,15
15,8,9,17,4,17.91,15.52,987,88,6.2,150,2.03,75,2,14
14,8,9,18,4,17.83,14.65,985,82,6.7,160,0.25,75,2,13
13,8,9,19,4,17.15,15.95,985,88,4.1,150,0.0,75,1,12
12,8,9,20,4,17.22,14.53,985,82,5.7,160,0.0,75,1,15
15,8,9,21,4,16.87,14.45,985,88,5.7,150,0.0,75,1,13
13,8,9,22,4,16.58,14.48,985,88,5.1,160,0.72,75,3,13
13,8,9,23,4,16.33,15.85,985,93,3.1,160,0.51,75,3,13
13,8,10,0,5,16.81,15.84,985,88,3.6,190,0.58,75,3,13
13,8,10,1,5,16.83,14.71,985,93,5.7,220,0.17,75,2,13
13,8,10,2,5,16.75,15.37,985,93,4.6,220,0.51,75,3,13
13,8,10,2,5,16.75,15.37,985,93,4.6,220,0.51,75,2,13
13,8,10,3,5,16.76,15.73,986,93,4.1,230,0.5,75,3,13
13,8,10,4,5,16.72,14.98,986,93,5.1,220,0.0,75,1,12
12,8,10,5,5,16.35,14.82,987,93,4.6,240,0.32,75,3,11
11,8,10,6,5,16.81,15.45,988,93,4.6,230,1.35,75,3,6
6,8,10,7,5,16.76,15.38,989,93,4.6,250,0.68,75,3,7
7,8,10,8,5,16.8,14.67,990,93,5.7,250,0.67,75,3,1
1,8,10,9,5,17.72,15.26,991,88,6.2,250,0.8,75,3,0
0,8,10,10,5,18.38,15.4,992,82,6.7,250,0.0,75,1,2
2,8,10,11,5,17.66,15.17,993,88,6.2,250,0.62,75,3,1
1,8,10,12,5,17.49,14.24,994,88,7.2,240,0.51,40,2,1
1,8,10,13,5,17.19,13.83,995,88,7.2,250,0.0,75,1,16
16,8,10,14,5,16.93,13.48,997,88,7.2,240,0.0,75,1,13
13,8,10,15,5,16.23,12.13,997,87,7.7,240,0.0,75,1,11
11,8,10,16,5,16.61,12.71,998,77,6.7,240,0.0,75,1,10
10,8,10,17,5,16.38,11.41,999,72,7.7,240,0.0,75,1,8
8,8,10,18,5,15.52,12.23,1000,87,6.2,240,0.5,75,3,9
9,8,10,19,5,15.26,12.24,1000,87,5.7,230,0.0,75,1,9
9,8,10,20,5,14.71,11.52,1000,87,5.7,240,0.5,75,2,9
9,8,10,21,5,14.33,12.46,1002,93,4.1,240,0.5,75,2,12
12,8,10,22,5,14.35,12.84,1003,93,3.6,250,0.51,75,2,12
12,8,10,23,5,14.28,12.42,1003,100,4.6,290,2.79,75,2,13
13,8,11,0,6,14.09,11.44,1004,93,5.1,290,5.08,90,2,13
13,8,11,1,6,13.89,11.18,1005,93,5.1,300,3.81,75,2,13
13,8,11,2,6,13.17,10.24,1005,93,5.1,290,2.79,75,2,13
13,8,11,3,6,13.03,9.64,1005,93,5.7,280,0.76,90,2,13
13,8,11,4,6,12.71,9.22,1006,93,5.7,290,0.25,75,2,13
13,8,11,5,6,12.49,8.94,1007,93,5.7,290,0.0,75,1,14
14,8,11,6,6,12.44,9.63,1008,100,5.1,280,1.1,40,2,14
14,8,11,7,6,12.95,9.53,1008,93,5.7,280,0.0,75,1,7
7,8,11,8,6,13.08,8.7,1009,87,6.7,300,0.0,75,1,7
7,8,11,9,6,13.56,8.97,1009,87,7.2,290,0.0,75,1,5
5,8,11,10,6,14.52,8.5,1010,76,8.8,300,0.0,75,1,0
0,8,11,11,6,14.99,10.92,1010,76,6.2,310,0.0,75,1,1
1,8,11,12,6,15.58,12.02,1010,76,5.7,300,0.0,75,1,0
0,8,11,13,6,16.36,10.58,1011,59,7.7,300,0.0,75,1,0
0,8,11,14,6,16.27,10.82,1011,59,7.2,310,0.0,75,1,1
1,8,11,15,6,16.07,9.82,1011,58,8.2,290,0.0,75,1,2
2,8,11,16,6,16.02,11.11,1011,63,6.7,300,0.0,75,1,0
0,8,11,17,6,15.52,10.2,1011,58,6.7,300,0.0,75,1,2
2,8,11,18,6,15.29,10.85,1012,62,5.7,310,0.0,75,1,4
4,8,11,19,6,14.74,10.1,1013,67,6.2,310,0.0,75,1,2
2,8,11,20,6,12.96,9.83,1013,76,4.1,290,0.0,75,1,1
1,8,11,21,6,11.56,8.33,1014,81,4.1,290,0.0,75,1,1
1,8,11,22,6,10.69,7.25,1014,81,4.1,280,0.0,75,1,2
2,8,11,23,6,10.14,6.58,1014,81,4.1,290,0.0,75,1,1
1,8,12,0,0,9.22,6.04,1014,87,3.6,270,0.0,75,1,1
1,8,12,1,0,9.38,6.24,1014,87,3.6,270,0.0,75,1,1
1,8,12,2,0,9.47,6.0,1014,87,4.1,270,0.0,75,1,1
1,8,12,3,0,8.64,5.2,1014,93,4.1,270,0.0,75,1,1
1,8,12,4,0,8.52,5.76,1014,93,3.1,260,0.0,75,1,0
0,8,12,5,0,8.91,6.59,1014,93,2.6,250,0.0,75,1,2
2,8,12,6,0,9.12,6.15,1015,93,3.6,250,0.0,40,1,0
0,8,12,7,0,10.68,7.84,1015,87,3.6,240,0.0,20,1,3
3,8,12,8,0,12.54,10.25,1015,81,3.1,250,0.0,40,1,1
1,8,12,9,0,13.32,10.28,1015,76,4.1,250,0.0,75,1,1
1,8,12,10,0,14.35,10.74,1015,67,4.6,250,0.0,75,1,0
0,8,12,11,0,15.28,12.24,1015,67,4.1,250,0.0,75,1,15
15,8,12,12,0,16.39,13.39,1014,63,4.1,240,0.0,75,1,9
9,8,12,13,0,16.08,13.35,1014,63,3.6,230,0.0,75,1,7
7,8,12,14,0,15.29,12.72,1014,63,3.1,250,0.26,75,2,6
6,8,12,15,0,15.1,13.35,1014,72,2.6,250,2.03,75,2,0
0,8,12,16,0,14.06,11.12,1015,81,4.6,350,0.18,75,2,11
11,8,12,17,0,13.72,12.4,1015,87,2.6,110,0.51,75,2,9
9,8,12,18,0,12.63,11.77,1015,87,1.5,0,0.51,75,2,11
11,8,12,19,0,13.19,12.49,1016,87,1.5,0,0.0,40,1,8
8,8,12,20,0,12.18,10.15,1016,81,2.6,260,0.0,40,1,8
8,8,12,21,0,10.83,8.64,1016,93,3.1,320,0.0,40,1,8
8,8,12,22,0,10.54,8.27,1016,93,3.1,260,0.0,40,1,9
9,8,12,23,0,10.94,8.52,1017,87,3.1,260,0.0,40,1,12
12,8,13,0,1,10.3,8.32,1017,93,2.6,260,0.0,75,1,12
12,8,13,1,1,10.03,7.39,1017,87,3.1,260,0.0,40,1,12
12,8,13,2,1,9.12,6.5,1017,93,3.1,250,0.0,20,1,12
12,8,13,3,1,9.12,6.15,1016,93,3.6,250,0.0,20,1,12
12,8,13,4,1,8.81,5.89,1016,87,3.1,240,0.0,20,1,7
7,8,13,5,1,8.42,5.63,1017,93,3.1,250,0.0,20,1,4
4,8,13,6,1,9.0,6.0,1017,93,3.6,250,0.0,20,1,8
8,8,13,7,1,10.55,7.33,1017,87,4.1,250,0.0,20,1,0
0,8,13,8,1,12.73,10.78,1017,87,3.1,250,0.0,20,1,1
1,8,13,9,1,13.85,10.59,1017,76,4.6,270,0.0,20,1,7
7,8,13,10,1,14.88,12.44,1017,67,3.1,260,0.0,40,1,7
7,8,13,11,1,15.54,13.27,1017,67,3.1,260,0.0,75,1,23
23,8,13,12,1,16.48,13.46,1016,51,3.1,260,0.0,75,1,19
19,8,13,13,1,16.68,15.07,1016,55,1.5,0,0.0,75,1,15
15,8,13,14,1,16.29,13.61,1016,63,3.6,140,0.0,75,1,11
11,8,13,15,1,15.04,13.07,1016,87,4.1,190,0.51,75,2,5
5,8,13,16,1,15.09,13.55,1015,82,3.1,240,0.51,75,2,8
8,8,13,17,1,15.42,14.52,1015,72,1.5,0,2.29,75,2,3
3,8,13,18,1,15.38,14.28,1015,82,2.6,110,0.0,75,1,1
1,8,13,19,1,14.94,14.34,1014,87,2.1,100,0.0,75,1,1
1,8,13,20,1,14.56,13.99,1014,82,1.5,140,0.0,75,1,3
3,8,13,21,1,13.93,12.67,1013,87,2.6,160,0.51,75,2,3
3,8,13,22,1,14.03,13.15,1013,87,2.1,180,0.37,75,2,6
6,8,13,23,1,14.03,13.89,1012,93,1.5,0,0.0,75,1,7
7,8,14,0,2,14.05,14.26,1012,93,1.0,0,0.2,75,2,7
7,8,14,1,2,14.08,13.53,1011,93,2.1,130,0.0,75,1,7
7,8,14,2,2,14.5,13.74,1010,93,2.6,140,0.0,75,1,7
7,8,14,3,2,14.46,13.68,1009,93,2.6,140,0.11,75,3,7
7,8,14,4,2,14.41,13.27,1008,93,3.1,140,0.5,75,3,5
5,8,14,5,2,14.37,12.86,1007,93,3.6,140,0.0,75,1,1
1,8,14,6,2,14.4,12.93,1006,100,4.1,150,0.5,75,3,2
2,8,14,7,2,15.3,13.05,1006,93,5.1,150,1.01,75,3,1
1,8,14,8,2,15.76,14.02,1005,93,4.6,140,0.0,75,3,0
0,8,14,9,2,16.69,15.68,1005,88,3.6,140,0.0,75,1,0
0,8,14,10,2,17.69,17.38,1005,88,3.1,250,0.0,75,3,0
0,8,14,11,2,17.89,17.66,1004,88,3.1,260,0.0,75,1,0
0,8,14,12,2,18.74,18.41,1004,82,3.1,260,0.0,75,1,1
1,8,14,13,2,18.93,16.85,1004,82,5.7,270,0.23,75,2,1
1,8,14,14,2,19.43,17.16,1004,77,5.7,280,0.0,75,1,0
0,8,14,15,2,19.36,18.91,1003,82,3.6,250,0.0,40,1,1
1,8,14,16,2,19.18,16.84,1004,82,6.2,260,0.51,20,2,2
2,8,14,17,2,17.79,12.83,1004,88,9.8,280,0.25,75,2,10
10,8,14,18,2,17.54,12.9,1004,72,7.7,270,0.0,75,1,11
11,8,14,19,2,17.02,13.95,1005,77,5.7,260,0.0,75,1,9
9,8,14,20,2,16.13,12.39,1005,82,6.7,260,0.3,75,2,29
29,8,14,21,2,16.0,12.92,1005,82,5.7,250,0.0,75,1,28
28,8,14,22,2,15.82,12.33,1005,82,6.2,250,0.0,75,1,30
30,8,14,23,2,14.95,11.13,1005,87,6.7,250,0.0,75,1,30
30,8,15,0,3,15.05,11.61,1006,87,6.2,260,0.0,75,1,30
30,8,15,1,3,14.13,9.33,1006,93,8.2,270,0.0,75,1,30
30,8,15,2,3,14.06,8.23,1007,82,8.8,280,0.0,75,1,30
30,8,15,3,3,13.39,7.28,1008,87,9.3,270,0.0,20,1,30
30,8,15,4,3,13.11,7.69,1008,87,8.2,270,0.0,40,1,25
25,8,15,5,3,12.99,5.77,1009,81,10.3,280,0.0,75,1,23
23,8,15,6,3,12.92,7.51,1010,81,7.7,280,0.3,40,2,31
31,8,15,7,3,13.18,8.18,1011,81,7.2,270,0.0,20,1,9
9,8,15,8,3,14.1,8.74,1012,76,7.7,280,0.0,40,1,0
0,8,15,9,3,14.89,8.47,1013,67,8.8,280,0.0,20,1,8
8,8,15,10,3,15.8,8.66,1013,63,9.8,280,0.0,20,1,3
3,8,15,11,3,17.14,11.9,1013,59,7.2,280,0.0,40,1,0
0,8,15,12,3,17.99,12.96,1013,59,7.2,290,0.0,75,1,3
3,8,15,13,3,18.03,14.06,1014,59,5.7,270,0.0,75,1,0
0,8,15,14,3,18.54,15.47,1014,59,4.6,260,0.0,75,1,2
2,8,15,15,3,18.03,16.06,1013,72,4.1,270,0.3,40,2,0
0,8,15,16,3,19.1,17.88,1013,68,3.1,240,0.0,40,1,4
4,8,15,17,3,19.48,17.68,1013,68,4.1,250,0.0,40,1,4
4,8,15,18,3,19.04,14.92,1013,63,6.7,270,0.0,40,1,7
7,8,15,19,3,17.9,16.95,1013,67,2.1,260,0.0,75,1,4
4,8,15,20,3,16.67,15.7,1012,72,2.1,230,0.0,75,1,4
4,8,15,21,3,16.6,15.61,1012,72,2.1,210,0.0,75,1,1
1,8,15,22,3,16.33,14.91,1011,72,2.6,190,0.0,75,1,2
2,8,15,23,3,16.23,13.03,1011,72,5.1,210,0.0,75,1,1
1,8,16,0,4,15.4,11.98,1010,72,5.1,210,0.0,75,1,1
1,8,16,1,4,15.74,13.05,1009,77,4.6,200,0.0,75,1,1
1,8,16,2,4,15.35,12.55,1008,77,4.6,180,0.5,75,2,1
1,8,16,3,4,14.78,11.61,1006,87,5.7,200,0.59,75,2,1
1,8,16,4,4,14.62,10.0,1005,87,7.7,190,0.25,75,2,0
0,8,16,5,4,14.2,10.82,1004,93,6.2,190,1.52,75,2,1
1,8,16,6,4,15.02,11.92,1002,87,5.7,190,0.51,75,2,3
3,8,16,7,4,14.97,10.46,1001,87,7.7,190,0.65,75,2,0
0,8,16,8,4,16.19,12.47,1001,82,6.7,190,0.25,75,2,0
0,8,16,9,4,17.14,14.08,1000,82,6.2,200,0.0,75,1,2
2,8,16,10,4,18.06,15.72,999,88,6.2,210,0.0,75,1,0
0,8,16,11,4,18.98,16.91,999,82,5.7,220,0.0,75,1,19
19,8,16,12,4,19.15,19.41,999,88,3.1,230,0.24,75,2,15
15,8,16,13,4,20.47,18.23,997,77,6.2,210,0.0,40,1,11
11,8,16,14,4,20.12,17.09,997,73,6.7,200,0.0,40,1,9
9,8,16,15,4,18.31,16.06,996,93,6.7,260,0.88,40,2,3
3,8,16,16,4,19.95,18.95,998,72,3.6,240,0.0,40,1,0
0,8,16,17,4,19.66,15.79,998,64,6.7,270,0.0,75,1,1
1,8,16,18,4,18.47,15.03,996,59,5.1,250,0.25,40,2,0
0,8,16,19,4,17.46,14.38,996,63,4.6,250,0.0,75,1,0
0,8,16,20,4,16.52,14.11,996,72,4.1,240,0.0,75,1,2
2,8,16,21,4,14.97,13.33,997,87,3.6,240,0.0,75,1,4
4,8,16,22,4,14.39,12.22,997,87,4.1,220,0.25,75,2,5
5,8,16,23,4,14.31,12.11,996,87,4.1,200,0.0,40,1,5
5,8,17,0,5,14.38,12.2,996,87,4.1,220,0.0,75,1,5
5,8,17,1,5,14.26,11.35,997,87,5.1,230,0.3,75,2,5
5,8,17,2,5,13.56,11.14,997,87,4.1,250,0.25,75,2,5
5,8,17,3,5,13.01,10.43,998,87,4.1,250,0.0,75,1,5
5,8,17,4,5,12.25,10.45,998,93,3.1,230,0.0,40,1,4
4,8,17,5,5,12.12,9.65,998,87,3.6,230,0.0,40,1,6
6,8,17,6,5,12.17,9.36,998,87,4.1,230,0.0,40,1,6
6,8,17,7,5,13.25,10.09,999,81,4.6,230,0.0,40,1,4
4,8,17,8,5,14.19,10.25,999,76,5.7,230,0.0,20,1,2
2,8,17,9,5,14.89,10.56,1000,72,6.2,230,0.0,75,1,1
1,8,17,10,5,16.18,11.9,999,67,6.2,230,0.0,40,1,2
2,8,17,11,5,16.9,12.2,999,63,6.7,230,0.0,75,1,0
0,8,17,12,5,16.12,11.82,999,67,6.2,240,0.3,75,2,0
0,8,17,13,5,17.04,12.64,999,67,6.7,220,0.16,75,2,0
0,8,17,14,5,17.4,12.92,999,59,6.2,230,0.0,75,1,19
19,8,17,15,5,17.67,12.37,998,51,6.7,240,0.0,75,1,16
16,8,17,16,5,17.19,12.66,998,59,6.2,220,0.3,75,2,15
15,8,17,17,5,17.45,13.33,998,59,5.7,230,0.0,75,1,14
14,8,17,18,5,16.98,13.17,998,59,5.1,230,0.0,75,1,13
13,8,17,19,5,16.0,11.9,998,58,5.1,240,0.0,75,1,9
9,8,17,20,5,14.6,10.77,999,62,4.6,230,0.0,40,1,8
8,8,17,21,5,13.23,10.52,999,76,3.6,220,0.0,20,1,8
8,8,17,22,5,13.16,9.98,999,81,4.6,230,0.0,20,1,9
9,8,17,23,5,12.69,9.14,998,76,4.6,230,0.0,20,1,8
8,8,18,0,6,12.2,8.42,998,81,5.1,220,0.0,17,1,8
8,8,18,1,6,12.1,8.65,998,81,4.6,220,0.0,12,1,8
8,8,18,2,6,11.64,7.3,998,81,5.7,220,0.0,10,5,8
8,8,18,3,6,11.61,7.27,998,81,5.7,230,0.0,40,1,8
8,8,18,4,6,11.59,7.24,997,81,5.7,240,0.0,41,1,8
8,8,18,5,6,11.58,6.53,997,81,6.7,240,0.0,20,1,7
7,8,18,6,6,12.04,7.1,997,81,6.7,240,0.0,40,1,12
12,8,18,7,6,12.12,7.2,997,81,6.7,230,0.0,75,1,11
11,8,18,8,6,12.66,8.58,998,81,5.7,230,0.0,40,1,12
12,8,18,9,6,14.52,9.35,998,71,7.2,240,0.0,40,1,12
12,8,18,10,6,14.66,9.58,998,72,7.2,240,0.0,75,1,11
11,8,18,11,6,15.39,11.08,999,76,6.7,240,0.16,75,2,9
9,8,18,12,6,15.94,11.89,999,72,6.2,240,0.0,75,1,6
6,8,18,13,6,16.14,12.8,999,77,5.7,240,0.3,75,2,3
3,8,18,14,6,16.19,11.86,1000,72,6.7,240,0.0,40,1,4
4,8,18,15,6,15.0,11.7,1001,76,5.1,250,0.15,75,2,6
6,8,18,16,6,15.3,13.12,1001,82,4.1,230,0.0,75,1,4
4,8,18,17,6,16.09,12.55,1001,67,5.1,240,0.0,40,1,3
3,8,18,18,6,16.46,13.72,1002,67,4.1,240,0.0,40,1,0
0,8,18,19,6,14.55,10.22,1003,67,5.7,270,0.76,40,2,0
0,8,18,20,6,13.31,9.45,1003,82,5.7,270,0.76,40,2,21
21,8,18,21,6,12.78,9.02,1005,87,5.7,260,0.0,40,1,19
19,8,18,22,6,12.63,9.6,1005,87,4.6,260,0.0,40,1,18
18,8,18,23,6,12.09,8.91,1006,87,4.6,260,0.0,20,1,18
18,8,19,0,0,11.79,8.18,1007,87,5.1,260,0.0,40,1,18
18,8,19,1,0,11.27,8.14,1007,93,4.6,260,0.0,30,1,18
18,8,19,2,0,11.19,9.53,1007,87,2.1,240,0.0,17,1,18
18,8,19,3,0,11.17,9.07,1008,93,3.1,230,0.0,5,5,18
18,8,19,4,0,11.16,8.7,1008,93,3.6,240,0.0,21,1,16
16,8,19,5,0,11.1,8.63,1008,93,3.6,240,0.0,75,1,14
14,8,19,6,0,11.26,8.13,1009,93,4.6,250,0.0,20,1,9
9,8,19,7,0,12.24,8.75,1009,87,5.1,250,0.0,20,1,0
0,8,19,8,0,12.92,8.91,1010,81,5.7,250,0.0,20,1,0
0,8,19,9,0,14.04,10.06,1010,76,5.7,260,0.0,40,1,1
1,8,19,10,0,15.21,10.33,1010,67,6.7,260,0.0,40,1,0
0,8,19,11,0,16.33,12.37,1011,59,5.1,250,0.0,40,1,0
0,8,19,12,0,16.76,12.13,1011,59,6.2,260,0.0,40,1,18
18,8,19,13,0,16.25,11.13,1012,76,8.2,310,0.3,75,2,16
16,8,19,14,0,16.2,12.58,1012,72,5.7,260,0.25,40,2,17
17,8,19,15,0,16.04,11.37,1013,67,6.7,280,0.3,75,2,12
12,8,19,16,0,17.01,11.99,1013,63,7.2,260,0.3,40,2,7
7,8,19,17,0,15.86,10.39,1013,72,8.2,270,0.3,40,2,2
2,8,19,18,0,15.02,10.1,1014,67,6.7,260,0.0,75,1,2
2,8,19,19,0,14.13,9.56,1014,71,6.2,260,0.0,75,1,1
1,8,19,20,0,12.96,8.36,1015,76,6.2,270,0.0,75,1,3
3,8,19,21,0,12.21,8.43,1016,81,5.1,260,0.0,20,1,3
3,8,19,22,0,11.97,7.71,1017,81,5.7,270,0.0,20,1,5
5,8,19,23,0,11.35,7.37,1017,81,5.1,260,0.0,57,1,6
6,8,20,0,1,11.07,8.33,1017,87,3.6,260,0.0,49,1,6
6,8,20,1,1,10.67,7.23,1018,81,4.1,260,0.0,36,1,6
6,8,20,2,1,9.89,6.86,1018,87,3.6,250,0.0,50,1,6
6,8,20,3,1,9.8,6.75,1018,87,3.6,250,0.0,34,1,6
6,8,20,4,1,9.55,6.1,1019,87,4.1,250,0.0,19,1,4
4,8,20,5,1,9.49,7.07,1019,87,2.6,260,0.0,23,1,0
0,8,20,6,1,9.72,7.24,1020,93,3.1,250,0.0,12,1,5
5,8,20,7,1,10.55,7.33,1020,87,4.1,240,0.0,20,1,1
1,8,20,8,1,12.91,10.12,1020,76,3.6,240,0.0,20,1,2
2,8,20,9,1,14.23,11.42,1020,76,4.1,220,0.0,40,1,0
0,8,20,10,1,15.35,12.33,1021,67,4.1,240,0.0,40,1,0
0,8,20,11,1,15.47,12.83,1021,67,3.6,230,0.0,75,1,0
0,8,20,12,1,14.67,12.68,1021,76,3.1,220,1.01,75,3,15
15,8,20,13,1,14.85,13.59,1021,82,2.6,220,1.33,75,2,15
15,8,20,14,1,14.95,14.0,1021,87,2.6,200,0.51,75,2,13
13,8,20,15,1,15.44,14.01,1020,82,3.1,240,0.25,75,2,7
7,8,20,16,1,15.21,13.64,1021,87,3.6,230,3.81,75,2,18
18,8,20,17,1,15.19,13.97,1021,87,3.1,240,0.0,75,1,26
26,8,20,18,1,15.13,14.23,1021,93,3.1,240,0.76,75,2,26
26,8,20,19,1,14.33,11.76,1022,93,5.1,250,0.3,75,2,24
24,8,20,20,1,14.08,12.48,1022,93,3.6,250,0.0,40,1,27
27,8,20,21,1,14.02,13.45,1022,93,2.1,230,0.0,40,1,30
30,8,20,22,1,13.66,11.27,1022,87,4.1,250,0.0,75,1,32
32,8,20,23,1,13.1,11.55,1023,93,3.1,240,0.0,75,1,32
32,8,21,0,2,12.83,11.25,1023,87,2.6,230,0.0,75,1,32
32,8,21,1,2,12.58,10.59,1023,87,3.1,240,0.0,75,1,32
32,8,21,2,2,12.35,10.64,1023,87,2.6,210,0.0,75,1,32
32,8,21,3,2,12.18,10.08,1023,87,3.1,180,0.0,75,1,32
32,8,21,4,2,12.51,10.5,1022,87,3.1,210,0.0,75,1,30
30,8,21,5,2,11.78,9.92,1022,87,2.6,200,0.0,75,1,25
25,8,21,6,2,12.38,10.33,1022,87,3.1,190,0.0,40,1,25
25,8,21,7,2,13.8,11.19,1022,82,4.1,180,0.0,75,1,0
0,8,21,8,2,14.81,11.81,1022,76,4.6,210,0.0,40,1,0
0,8,21,9,2,15.43,11.25,1021,72,6.2,210,0.0,75,1,0
0,8,21,10,2,15.48,11.66,1021,72,5.7,200,0.0,75,1,2
2,8,21,11,2,15.51,11.35,1020,72,6.2,200,0.0,75,1,0
0,8,21,12,2,15.9,11.14,1020,72,7.2,200,0.0,75,1,18
18,8,21,13,2,15.97,12.23,1019,77,6.2,200,0.13,75,2,19
19,8,21,14,2,15.28,11.28,1019,82,6.7,200,0.25,75,2,16
16,8,21,15,2,15.25,10.54,1018,82,7.7,200,0.25,75,2,6
6,8,21,16,2,15.14,10.33,1018,87,8.2,200,0.51,75,2,24
24,8,21,17,2,15.11,10.64,1017,87,7.7,210,0.25,75,2,24
24,8,21,18,2,15.16,11.41,1017,87,6.7,210,0.21,75,2,19
19,8,21,19,2,14.95,11.48,1017,87,6.2,210,0.34,75,2,15
15,8,21,20,2,13.88,10.05,1018,93,6.7,270,0.35,75,2,15
15,8,21,21,2,13.41,11.6,1018,93,3.6,250,1.27,75,2,12
12,8,21,22,2,13.73,13.08,1018,100,2.6,220,0.51,75,2,12
12,8,21,23,2,14.13,14.02,1018,93,1.5,0,0.0,75,1,12
12,8,22,0,3,14.53,14.13,1018,93,2.1,200,0.0,75,1,12
12,8,22,1,3,14.69,13.64,1018,93,3.1,210,0.0,75,1,12
12,8,22,2,3,14.96,13.65,1018,93,3.6,220,0.0,75,1,12
12,8,22,3,3,15.0,13.7,1017,93,3.6,220,0.0,75,1,12
12,8,22,4,3,15.03,12.36,1017,87,5.1,220,0.0,75,1,9
9,8,22,5,3,14.74,13.36,1017,93,3.6,230,0.5,75,2,7
7,8,22,6,3,14.96,14.0,1017,93,3.1,220,0.0,75,1,16
16,8,22,7,3,15.43,13.23,1017,87,4.6,230,0.0,75,1,0
0,8,22,8,3,15.87,14.17,1017,87,4.1,220,0.0,75,1,0
0,8,22,9,3,16.79,14.73,1017,82,4.6,220,0.0,75,1,0
0,8,22,10,3,16.7,13.84,1018,82,5.7,240,0.0,75,1,1
1,8,22,11,3,18.33,16.1,1017,77,5.1,230,0.0,75,1,0
0,8,22,12,3,18.7,16.6,1018,77,5.1,230,0.0,75,1,16
16,8,22,13,3,18.17,15.81,1018,82,5.7,230,0.5,75,3,19
19,8,22,14,3,19.01,16.59,1018,77,5.7,230,0.0,75,3,13
13,8,22,15,3,18.68,16.58,1018,93,6.7,240,0.0,75,1,1
1,8,22,16,3,19.87,17.76,1018,77,5.7,250,0.0,75,1,13
13,8,22,17,3,19.91,16.73,1019,72,6.7,250,0.0,75,1,16
16,8,22,18,3,19.89,17.05,1018,72,6.2,250,0.0,75,1,14
14,8,22,19,3,18.92,17.94,1019,77,3.6,240,0.0,75,1,11
11,8,22,20,3,18.45,18.01,1020,77,2.6,210,0.0,75,1,13
13,8,22,21,3,17.92,17.99,1020,82,2.1,220,0.0,75,1,16
16,8,22,22,3,17.82,17.16,1021,82,3.1,210,0.0,75,1,17
17,8,22,23,3,17.77,17.09,1021,82,3.1,220,0.0,75,1,18
18,8,23,0,4,17.91,17.28,1021,82,3.1,220,0.0,75,1,18
18,8,23,1,4,17.13,16.23,1021,82,3.1,200,0.0,75,1,18
